Operon type	Target	AssemblyId	Gene direction	Gene start	Gene end	Relative gene start	Relative gene end	Protein family code	EntrzID	Protein name	Superkingdom	Phylum	Class	Order	Genus	Species
00014	PZO08615.1	GCA_003242035.1	+	3215	3888	1457	2130	45	PZO08617.1	ATP-dependent helicase	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	Leptolyngbya	Leptolyngbya foveolarum

00001	BAG05582.1	GCA_000010625.1	-	5299755	5299937	-2488	-2306	0	BAG05579.1	unknown protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Microcystis	Microcystis aeruginosa NIES-843
00001	BAG05582.1	GCA_000010625.1	+	5299945	5300796	-2298	-1447	66	BAG05580.1	cation efflux system protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Microcystis	Microcystis aeruginosa NIES-843
00001	BAG05582.1	GCA_000010625.1	+	5300843	5301919	-1400	-324	65	BAG05581.1	dTDP-glucose 4%2C6-dehydratase	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Microcystis	Microcystis aeruginosa NIES-843
00001	BAG05582.1	GCA_000010625.1	+	5302114	5302362	-129	119	75	BAG48297.1	30S ribosomal protein S16	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Microcystis	Microcystis aeruginosa NIES-843
00001	BAG05582.1	GCA_000010625.1	+	5302244	5302720	1	477	80	BAG05582.1	RNA-binding protein like	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Microcystis	Microcystis aeruginosa NIES-843
00001	BAG05582.1	GCA_000010625.1	-	5302730	5303758	487	1515	64	BAG05583.1	GTP-binding protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Microcystis	Microcystis aeruginosa NIES-843
00001	BAG05582.1	GCA_000010625.1	-	5303803	5304015	1560	1772	0	BAG05584.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Microcystis	Microcystis aeruginosa NIES-843
00001	BAG05582.1	GCA_000010625.1	-	5304202	5304393	1959	2150	0	BAG05585.1	unknown protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Microcystis	Microcystis aeruginosa NIES-843
00001	BAG05582.1	GCA_000010625.1	-	5304478	5304726	2235	2483	63	BAG05586.1	unknown protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Microcystis	Microcystis aeruginosa NIES-843

00002	WP_104397532.1	GCF_002933835.1	+	102071	102757	-3428	-2742	0	WP_104397530.1	phosphoribosylformylglycinamidine synthase subunit PurQ	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Microcystis	Microcystis aeruginosa
00002	WP_104397532.1	GCF_002933835.1	+	103015	103941	-2484	-1558	66	WP_104397531.1	cation transporter	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Microcystis	Microcystis aeruginosa
00002	WP_104397532.1	GCF_002933835.1	+	103988	105064	-1511	-435	65	WP_104397572.1	dTDP-glucose 4%2C6-dehydratase	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Microcystis	Microcystis aeruginosa
00002	WP_104397532.1	GCF_002933835.1	+	105259	105507	-240	8	75	WP_002780060.1	30S ribosomal protein S16	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Microcystis	Microcystis aeruginosa
00002	WP_104397532.1	GCF_002933835.1	+	105500	105865	1	366	80	WP_104397532.1	KH domain-containing protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Microcystis	Microcystis aeruginosa
00002	WP_104397532.1	GCF_002933835.1	-	105875	106903	376	1404	64	WP_104397533.1	GTPase ObgE	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Microcystis	Microcystis aeruginosa
00002	WP_104397532.1	GCF_002933835.1	-	106948	107013	1449	1514	10000	myaer87_RS17080	pseudogene	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Microcystis	Microcystis aeruginosa
00002	WP_104397532.1	GCF_002933835.1	-	107291	107512	1792	2013	63	WP_104397534.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Microcystis	Microcystis aeruginosa
00002	WP_104397532.1	GCF_002933835.1	+	107683	109494	2184	3995	0	WP_104397535.1	signal peptide peptidase SppA	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Microcystis	Microcystis aeruginosa

00003	WP_024544479.1	GCF_000485815.1	+	115891	116895	-3401	-2397	15	WP_024544483.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	Synechococcus	Synechococcus sp. NKBG15041c
00003	WP_024544479.1	GCF_000485815.1	+	114609	115820	-2326	-1115	16	WP_024544482.1	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	Synechococcus	Synechococcus sp. NKBG15041c
00003	WP_024544479.1	GCF_000485815.1	-	113926	114534	-1040	-432	12	WP_148293394.1	chorismate lyase	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	Synechococcus	Synechococcus sp. NKBG15041c
00003	WP_024544479.1	GCF_000485815.1	+	113486	113734	-240	8	75	WP_024544480.1	30S ribosomal protein S16	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	Synechococcus	Synechococcus sp. NKBG15041c
00003	WP_024544479.1	GCF_000485815.1	+	113062	113493	1	432	80	WP_024544479.1	KH domain-containing protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	Synechococcus	Synechococcus sp. NKBG15041c
00003	WP_024544479.1	GCF_000485815.1	-	112019	112960	534	1475	74	WP_024544478.1	GTPase Era	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	Synechococcus	Synechococcus sp. NKBG15041c
00003	WP_024544479.1	GCF_000485815.1	+	110447	111733	1761	3047	17	WP_024544477.1	insulinase family protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	Synechococcus	Synechococcus sp. NKBG15041c
00003	WP_024544479.1	GCF_000485815.1	-	109231	110208	3286	4263	0	WP_024544476.1	cysteine synthase A	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	Synechococcus	Synechococcus sp. NKBG15041c
00003	WP_024544479.1	GCF_000485815.1	+	108135	108968	4526	5359	0	WP_024544475.1	BtpA/SgcQ family protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	Synechococcus	Synechococcus sp. NKBG15041c

00004	WP_030007129.1	GCF_001693275.1	+	563596	564519	-3317	-2394	15	WP_065710099.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	unclassified	unclassified Synechococcus
00004	WP_030007129.1	GCF_001693275.1	+	564582	565793	-2331	-1120	16	WP_065710100.1	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	unclassified	unclassified Synechococcus
00004	WP_030007129.1	GCF_001693275.1	-	565879	566475	-1034	-438	12	WP_030007127.1	DUF98 domain-containing protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	unclassified	unclassified Synechococcus
00004	WP_030007129.1	GCF_001693275.1	+	566672	566914	-241	1	75	WP_030007128.1	30S ribosomal protein S16	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	unclassified	unclassified Synechococcus
00004	WP_030007129.1	GCF_001693275.1	+	566914	567342	1	429	80	WP_030007129.1	KH domain-containing protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	unclassified	unclassified Synechococcus
00004	WP_030007129.1	GCF_001693275.1	-	567469	568410	556	1497	74	WP_065710101.1	GTPase Era	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	unclassified	unclassified Synechococcus
00004	WP_030007129.1	GCF_001693275.1	-	568435	569268	1522	2355	0	WP_065710102.1	phosphatase PAP2 family protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	unclassified	unclassified Synechococcus
00004	WP_030007129.1	GCF_001693275.1	+	569319	570605	2406	3692	17	WP_065710103.1	insulinase family protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	unclassified	unclassified Synechococcus
00004	WP_030007129.1	GCF_001693275.1	+	570714	571466	3801	4553	73	WP_065710104.1	class I SAM-dependent methyltransferase	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	unclassified	unclassified Synechococcus

00005	WP_069967886.1	GCF_001746915.1	+	47768	47926	-2847	-2689	0	WP_158020402.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Desertifilum	Desertifilum sp. IPPAS B-1220
00005	WP_069967886.1	GCF_001746915.1	-	47238	47699	-2620	-2159	0	WP_069968027.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Desertifilum	Desertifilum sp. IPPAS B-1220
00005	WP_069967886.1	GCF_001746915.1	+	45621	47063	-1984	-542	71	WP_069967888.1	signal recognition particle protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Desertifilum	Desertifilum sp. IPPAS B-1220
00005	WP_069967886.1	GCF_001746915.1	+	45041	45301	-222	38	75	WP_069967887.1	30S ribosomal protein S16	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Desertifilum	Desertifilum sp. IPPAS B-1220
00005	WP_069967886.1	GCF_001746915.1	+	44647	45078	1	432	80	WP_069967886.1	KH domain-containing protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Desertifilum	Desertifilum sp. IPPAS B-1220
00005	WP_069967886.1	GCF_001746915.1	+	43652	44611	468	1427	78	WP_069967885.1	PhoH family protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Desertifilum	Desertifilum sp. IPPAS B-1220
00005	WP_069967886.1	GCF_001746915.1	+	43253	43648	1431	1826	79	WP_069967884.1	heme utilization protein HuvX	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Desertifilum	Desertifilum sp. IPPAS B-1220
00005	WP_069967886.1	GCF_001746915.1	+	42520	43230	1849	2559	70	WP_141724406.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Desertifilum	Desertifilum sp. IPPAS B-1220
00005	WP_069967886.1	GCF_001746915.1	-	41113	42531	2548	3966	59	WP_069967882.1	AAA family ATPase	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Desertifilum	Desertifilum sp. IPPAS B-1220

00006	WP_168571633.1	GCF_012295525.1	-	6319383	6319811	-3272	-2844	0	WP_168571630.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Oxynema	Oxynema sp. AP17
00006	WP_168571633.1	GCF_012295525.1	+	6319973	6320359	-2682	-2296	26	WP_168572076.1	histidine kinase	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Oxynema	Oxynema sp. AP17
00006	WP_168571633.1	GCF_012295525.1	+	6320558	6322009	-2097	-646	71	WP_168571631.1	signal recognition particle protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Oxynema	Oxynema sp. AP17
00006	WP_168571633.1	GCF_012295525.1	+	6322433	6322699	-222	44	75	WP_168571632.1	30S ribosomal protein S16	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Oxynema	Oxynema sp. AP17
00006	WP_168571633.1	GCF_012295525.1	+	6322656	6323117	1	462	80	WP_168571633.1	KH domain-containing protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Oxynema	Oxynema sp. AP17
00006	WP_168571633.1	GCF_012295525.1	+	6323312	6324265	657	1610	78	WP_168571634.1	PhoH family protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Oxynema	Oxynema sp. AP17
00006	WP_168571633.1	GCF_012295525.1	+	6324370	6324771	1715	2116	79	WP_168571635.1	heme utilization protein HuvX	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Oxynema	Oxynema sp. AP17
00006	WP_168571633.1	GCF_012295525.1	+	6324950	6325738	2295	3083	70	WP_168572077.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Oxynema	Oxynema sp. AP17
00006	WP_168571633.1	GCF_012295525.1	-	6325832	6326770	3177	4115	0	WP_168571636.1	exopolyphosphatase	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Oxynema	Oxynema sp. AP17

00007	EDX73328.1	GCA_000155555.1	-	148826	149740	-3031	-2117	0	EDX73395.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Coleofasciculus	Coleofasciculus chthonoplastes PCC 7420
00007	EDX73328.1	GCA_000155555.1	+	147138	148598	-1889	-429	71	EDX73345.1	signal recognition particle protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Coleofasciculus	Coleofasciculus chthonoplastes PCC 7420
00007	EDX73328.1	GCA_000155555.1	-	146974	147147	-438	-265	0	EDX73350.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Coleofasciculus	Coleofasciculus chthonoplastes PCC 7420
00007	EDX73328.1	GCA_000155555.1	+	146701	146952	-243	8	75	EDX73299.1	ribosomal protein S16	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Coleofasciculus	Coleofasciculus chthonoplastes PCC 7420
00007	EDX73328.1	GCA_000155555.1	+	146328	146708	1	381	80	EDX73328.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Coleofasciculus	Coleofasciculus chthonoplastes PCC 7420
00007	EDX73328.1	GCA_000155555.1	+	145205	146161	548	1504	78	EDX73303.1	PhoH family protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Coleofasciculus	Coleofasciculus chthonoplastes PCC 7420
00007	EDX73328.1	GCA_000155555.1	-	140064	145061	1648	6645	59	EDX73313.1	haemagglutination activity domain protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Coleofasciculus	Coleofasciculus chthonoplastes PCC 7420
00007	EDX73328.1	GCA_000155555.1	+	136608	139628	7081	10101	0	EDX73278.1	RecF/RecN/SMC N terminal domain%2C putative	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Coleofasciculus	Coleofasciculus chthonoplastes PCC 7420
00007	EDX73328.1	GCA_000155555.1	-	136299	136598	10111	10410	0	EDX73398.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Coleofasciculus	Coleofasciculus chthonoplastes PCC 7420

00008	WP_071102121.1	GCF_001854205.1	-	93393	94118	-3181	-2456	10000	BJP36_RS00355	pseudogene	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Moorea	Moorea producens
00008	WP_071102121.1	GCF_001854205.1	+	91581	93020	-2083	-644	71	WP_071102124.1	signal recognition particle protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Moorea	Moorea producens
00008	WP_071102121.1	GCF_001854205.1	-	91226	91426	-489	-289	0	WP_071102123.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Moorea	Moorea producens
00008	WP_071102121.1	GCF_001854205.1	+	90911	91159	-222	26	75	WP_071102122.1	30S ribosomal protein S16	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Moorea	Moorea producens
00008	WP_071102121.1	GCF_001854205.1	+	90520	90936	1	417	80	WP_071102121.1	KH domain-containing protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Moorea	Moorea producens
00008	WP_071102121.1	GCF_001854205.1	+	89356	90312	625	1581	78	WP_071102120.1	PhoH family protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Moorea	Moorea producens
00008	WP_071102121.1	GCF_001854205.1	-	85340	89329	1608	5597	59	WP_071102119.1	CHAT domain-containing protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Moorea	Moorea producens
00008	WP_071102121.1	GCF_001854205.1	+	83824	84615	6322	7113	70	WP_083374047.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Moorea	Moorea producens
00008	WP_071102121.1	GCF_001854205.1	-	83530	83718	7219	7407	0	WP_071102117.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Moorea	Moorea producens

00009	ERT09159.1	GCA_000478195.2	+	147743	147865	-2148	-2026	0	ERT09164.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Lyngbya	Lyngbya aestuarii BL J
00009	ERT09159.1	GCA_000478195.2	+	146263	147705	-1988	-546	71	ERT09107.1	signal recognition particle protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Lyngbya	Lyngbya aestuarii BL J
00009	ERT09159.1	GCA_000478195.2	-	146130	146243	-526	-413	0	ERT09077.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Lyngbya	Lyngbya aestuarii BL J
00009	ERT09159.1	GCA_000478195.2	+	145745	146044	-327	-28	75	ERT09076.1	ribosomal protein S16	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Lyngbya	Lyngbya aestuarii BL J
00009	ERT09159.1	GCA_000478195.2	+	145381	145716	1	336	80	ERT09159.1	KH domain protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Lyngbya	Lyngbya aestuarii BL J
00009	ERT09159.1	GCA_000478195.2	+	144048	145001	716	1669	78	ERT09138.1	DEAD/DEAH box helicase family protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Lyngbya	Lyngbya aestuarii BL J
00009	ERT09159.1	GCA_000478195.2	+	143600	144007	1710	2117	79	ERT09204.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Lyngbya	Lyngbya aestuarii BL J
00009	ERT09159.1	GCA_000478195.2	+	142762	143592	2125	2955	70	ERT09093.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Lyngbya	Lyngbya aestuarii BL J
00009	ERT09159.1	GCA_000478195.2	-	141368	142729	2988	4349	72	ERT09070.1	serine/threonine-protein kinase D	Bacteria	Cyanobacteria	Cyanobacteria_na	Oscillatoriales	Lyngbya	Lyngbya aestuarii BL J

00010	WP_019504521.1	GCF_000332195.1	+	659563	659955	-3805	-3413	13	WP_026102367.1	FHA domain-containing protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Pleurocapsales	Pleurocapsa	Pleurocapsa sp. PCC 7319
00010	WP_019504521.1	GCF_000332195.1	-	658763	659566	-3416	-2613	21	WP_019504524.1	TlyA family RNA methyltransferase	Bacteria	Cyanobacteria	Cyanobacteria_na	Pleurocapsales	Pleurocapsa	Pleurocapsa sp. PCC 7319
00010	WP_019504521.1	GCF_000332195.1	+	656472	657920	-1770	-322	71	WP_019504523.1	signal recognition particle protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Pleurocapsales	Pleurocapsa	Pleurocapsa sp. PCC 7319
00010	WP_019504521.1	GCF_000332195.1	+	656139	656390	-240	11	75	WP_019504522.1	30S ribosomal protein S16	Bacteria	Cyanobacteria	Cyanobacteria_na	Pleurocapsales	Pleurocapsa	Pleurocapsa sp. PCC 7319
00010	WP_019504521.1	GCF_000332195.1	+	655757	656149	1	393	80	WP_019504521.1	KH domain-containing protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Pleurocapsales	Pleurocapsa	Pleurocapsa sp. PCC 7319
00010	WP_019504521.1	GCF_000332195.1	-	654677	655738	412	1473	29	WP_019504520.1	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	Bacteria	Cyanobacteria	Cyanobacteria_na	Pleurocapsales	Pleurocapsa	Pleurocapsa sp. PCC 7319
00010	WP_019504521.1	GCF_000332195.1	+	654424	654537	1613	1726	28	WP_019504519.1	cytochrome b6	Bacteria	Cyanobacteria	Cyanobacteria_na	Pleurocapsales	Pleurocapsa	Pleurocapsa sp. PCC 7319
00010	WP_019504521.1	GCF_000332195.1	+	653785	654153	1997	2365	0	WP_019504518.1	photosystem II reaction center protein Psb28	Bacteria	Cyanobacteria	Cyanobacteria_na	Pleurocapsales	Pleurocapsa	Pleurocapsa sp. PCC 7319
00010	WP_019504521.1	GCF_000332195.1	+	652785	653702	2448	3365	19	WP_019504517.1	TIGR01777 family protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Pleurocapsales	Pleurocapsa	Pleurocapsa sp. PCC 7319

00011	WP_036482472.1	GCF_000756305.1	+	244811	245203	-3201	-2809	13	WP_036482463.1	FHA domain-containing protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Pleurocapsales	Myxosarcina	Myxosarcina sp. GI1
00011	WP_036482472.1	GCF_000756305.1	-	245196	246005	-2816	-2007	21	WP_036482664.1	TlyA family RNA methyltransferase	Bacteria	Cyanobacteria	Cyanobacteria_na	Pleurocapsales	Myxosarcina	Myxosarcina sp. GI1
00011	WP_036482472.1	GCF_000756305.1	+	246223	247677	-1789	-335	71	WP_036482466.1	signal recognition particle protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Pleurocapsales	Myxosarcina	Myxosarcina sp. GI1
00011	WP_036482472.1	GCF_000756305.1	+	247772	248020	-240	8	75	WP_036482469.1	30S ribosomal protein S16	Bacteria	Cyanobacteria	Cyanobacteria_na	Pleurocapsales	Myxosarcina	Myxosarcina sp. GI1
00011	WP_036482472.1	GCF_000756305.1	+	248013	248375	1	363	80	WP_036482472.1	KH domain-containing protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Pleurocapsales	Myxosarcina	Myxosarcina sp. GI1
00011	WP_036482472.1	GCF_000756305.1	-	248383	249426	371	1414	29	WP_036482475.1	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	Bacteria	Cyanobacteria	Cyanobacteria_na	Pleurocapsales	Myxosarcina	Myxosarcina sp. GI1
00011	WP_036482472.1	GCF_000756305.1	+	249563	249700	1551	1688	28	WP_036482478.1	cytochrome b6	Bacteria	Cyanobacteria	Cyanobacteria_na	Pleurocapsales	Myxosarcina	Myxosarcina sp. GI1
00011	WP_036482472.1	GCF_000756305.1	+	249839	250756	1827	2744	19	WP_036482481.1	TIGR01777 family protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Pleurocapsales	Myxosarcina	Myxosarcina sp. GI1
00011	WP_036482472.1	GCF_000756305.1	+	250766	251617	2754	3605	0	WP_036482484.1	S-formylglutathione hydrolase	Bacteria	Cyanobacteria	Cyanobacteria_na	Pleurocapsales	Myxosarcina	Myxosarcina sp. GI1

00012	BAZ39800.1	GCA_004296455.1	+	3455710	3458865	-7250	-4095	62	BAZ39796.1	two-component sensor histidine kinase	Bacteria	Cyanobacteria	Cyanobacteria_na	Nostocales	Calothrix	Calothrix sp. NIES-4101
00012	BAZ39800.1	GCA_004296455.1	-	3458881	3460236	-4079	-2724	61	BAZ39797.1	pentapeptide repeat family protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Nostocales	Calothrix	Calothrix sp. NIES-4101
00012	BAZ39800.1	GCA_004296455.1	+	3461028	3462497	-1932	-463	71	BAZ39798.1	signal recognition particle protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Nostocales	Calothrix	Calothrix sp. NIES-4101
00012	BAZ39800.1	GCA_004296455.1	+	3462696	3462959	-264	-1	75	BAZ39799.1	30S ribosomal protein S16	Bacteria	Cyanobacteria	Cyanobacteria_na	Nostocales	Calothrix	Calothrix sp. NIES-4101
00012	BAZ39800.1	GCA_004296455.1	+	3462961	3463374	1	414	80	BAZ39800.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Nostocales	Calothrix	Calothrix sp. NIES-4101
00012	BAZ39800.1	GCA_004296455.1	+	3463918	3464094	958	1134	77	BAZ39801.1	30S ribosomal protein S21	Bacteria	Cyanobacteria	Cyanobacteria_na	Nostocales	Calothrix	Calothrix sp. NIES-4101
00012	BAZ39800.1	GCA_004296455.1	+	3464382	3465335	1422	2375	78	BAZ39802.1	PhoH family protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Nostocales	Calothrix	Calothrix sp. NIES-4101
00012	BAZ39800.1	GCA_004296455.1	+	3465422	3466270	2462	3310	60	BAZ39803.1	short-chain dehydrogenase/reductase SDR	Bacteria	Cyanobacteria	Cyanobacteria_na	Nostocales	Calothrix	Calothrix sp. NIES-4101
