
 ### Operon: 1

	 WP_023172072.1	[0, 0, 71, 75, 80, 77, 0, 0, 0]

 ### Operon: 54

	 WP_028954273.1	[10000, 62, 32, 75, 80, 78, 59, 0, 0]

 ### Operon: 55

	 WP_018400175.1	[0, 0, 0, 75, 80, 78, 59, 0, 33]

 ### Operon: 56

	 WP_068817853.1	[26, 56, 71, 75, 80, 78, 0, 0, 9]

 ### Operon: 57

	 WP_071455489.1	[0, 60, 64, 75, 80, 78, 0, 10000, 0]

 ### Operon: 58

	 WP_073548873.1	[0, 0, 12, 75, 80, 78, 79, 70, 69]

 ### Operon: 59

	 WP_075889505.1	[0, 12, 10000, 75, 80, 74, 17, 70, 0]

 ### Operon: 60

	 WP_088243775.1	[0, 0, 71, 75, 80, 59, 68, 0, 0]

 ### Operon: 61

	 WP_096691558.1	[23, 23, 71, 75, 80, 77, 78, 62, 0]

 ### Operon: 62

	 WP_106258366.1	[0, 3, 59, 75, 80, 78, 59, 0, 0]

 ### Operon: 63

	 WP_106287117.1	[0, 61, 71, 75, 80, 78, 69, 0, 0]

 ### Operon: 64

	 WP_106456638.1	[0, 0, 0, 75, 80, 51, 0]

 ### Operon: 65

	 WP_107671288.1	[18, 35, 30, 75, 80, 40, 0, 0, 62]

 ### Operon: 66

	 WP_132866703.1	[50, 0, 71, 75, 80, 78, 0, 0, 69]

 ### Operon: 67

	 WP_161825902.1	[0, 0, 6, 75, 80, 77, 78, 0, 10000]

 ### Operon: 68

	 WP_015126244.1	[59, 0, 69, 75, 80, 77, 78, 72, 57]

 ### Operon: 69

	 WP_162548634.1	[1, 55, 0, 75, 80, 78, 79, 70, 0]

 ### Operon: 70

	 WP_166274714.1	[34, 0, 71, 75, 80, 78, 0, 59, 62]

 ### Operon: 71

	 WP_169613988.1	[0, 0, 0, 75, 80, 78, 7, 8, 0]

 ### Operon: 72

	 AFY67793.1	[0, 74, 77, 75, 80, 73, 0, 0, 72]

 ### Operon: 73

	 AIE75570.1	[0, 75, 68, 75, 80, 0, 0, 0, 0]

 ### Operon: 74

	 PZV10928.1	[0, 0, 0, 75, 80, 44, 0, 0, 0]

 ### Operon: 75

	 PZV25621.1	[73, 0, 68, 75, 80, 59, 0, 43, 0]

 ### Operon: 76

	 RNJ67070.1	[0, 0, 0, 75, 80, 78, 41, 40, 39]

 ### Operon: 77

	 TVQ43653.1	[38, 0, 38, 75, 80, 0, 37, 0, 61]

 ### Operon: 78

	 WP_006511796.1	[0, 0, 36, 75, 80, 0, 0, 0, 60]

 ### Operon: 79

	 WP_011431089.1	[0, 0, 0, 75, 80, 0, 31, 0, 61]

 ### Operon: 80

	 WP_012954188.1	[0, 0, 30, 75, 80, 40, 0, 0, 0]

 ### Operon: 81

	 WP_015116529.1	[67, 67, 71, 67, 80, 67, 67, 67, 67]

 ### Operon: 82

	 WP_015144817.1	[36, 65, 0, 75, 80, 0, 0, 0, 0]

 ### Operon: 83

	 WP_015218062.1	[0, 0, 31, 75, 80, 0, 24, 24, 43]

 ### Operon: 84

	 WP_015224605.1	[0, 0, 0, 75, 80, 78, 32, 0, 0]

 ### Operon: 85

	 WP_015230632.1	[0, 0, 0, 75, 80, 78, 27, 0, 23]

 ### Operon: 86

	 WP_017304341.1	[0, 0, 0, 75, 80, 78, 0, 0, 0]

 ### Operon: 87

	 WP_017711242.1	[0, 0, 0, 75, 80, 78, 0, 0, 0]

 ### Operon: 88

	 WP_022606389.1	[42, 0, 0, 75, 80, 78, 0, 0, 0]

 ### Operon: 89

	 WP_026100966.1	[0, 0, 0, 75, 80, 0, 0, 22, 0]

 ### Operon: 90

	 WP_068390409.1	[0, 32, 0, 75, 80, 78, 0, 0, 41]

 ### Operon: 91

	 WP_069790862.1	[0, 43, 14, 75, 80, 0, 74, 0, 0]

 ### Operon: 92

	 WP_071591932.1	[20, 20, 0, 75, 80, 78, 21, 52, 0]

 ### Operon: 93

	 WP_071992200.1	[34, 0, 0, 75, 80, 78, 0, 0, 61]

 ### Operon: 94

	 WP_072620600.1	[61, 0, 0, 75, 80, 78, 0, 0, 0]

 ### Operon: 95

	 WP_084782559.1	[0, 0, 0, 75, 80, 78, 0, 10, 11]

 ### Operon: 96

	 WP_085435726.1	[6, 2, 0, 75, 80, 0, 0, 9, 0]

 ### Operon: 97

	 WP_088894709.1	[0, 0, 0, 75, 80, 78, 0, 0, 0]

 ### Operon: 98

	 WP_096621581.1	[0, 0, 0, 75, 80, 0, 4, 5, 58]

 ### Operon: 99

	 WP_106300434.1	[0, 72, 0, 75, 80, 5, 4, 25, 0]

 ### Operon: 100

	 WP_124972497.1	[0, 0, 0, 75, 80, 0, 0, 0, 0]

 ### Operon: 101

	 WP_144868371.1	[0, 2, 0, 75, 80, 0, 0, 0, 1]

 ### Operon: 102

	 WP_146296165.1	[69, 72, 0, 75, 80, 78, 0, 69, 60]

 ### Operon: 103

	 WP_162425297.1	[0, 0, 0, 75, 80, 78, 3, 0, 0]
