Operon type	Target	AssemblyId	Gene direction	Gene start	Gene end	Relative gene start	Relative gene end	Protein family code	EntrzID	Protein name	Transmembrane/Signal peptide prediction	Superkingdom	Phylum	Class	Order	Genus	Species
00002	D7AYG7_NOCDD	GCA_000092985.1	-	867607	868137	-1488	-958	0	ADH66150.1	RNA polymerase%2C sigma-24 subunit%2C ECF subfamily		Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsis	Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111
00002	D7AYG7_NOCDD	GCA_000092985.1	+	868463	868813	-632	-282	8	ADH66151.1	histidine triad (HIT) protein		Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsis	Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111
00002	D7AYG7_NOCDD	GCA_000092985.1	+	869096	870205	1	1110	23	ADH66152.1	PhoH family protein		Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsis	Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111
00002	D7AYG7_NOCDD	GCA_000092985.1	+	870400	870888	1305	1793	22	ADH66153.1	protein of unknown function UPF0054		Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsis	Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111
00002	D7AYG7_NOCDD	GCA_000092985.1	+	870885	872282	1790	3187	19	ADH66154.1	CBS domain containing protein	TM	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsis	Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111
00002	D7AYG7_NOCDD	GCA_000092985.1	+	872279	872623	3184	3528	7	ADH66155.1	conserved hypothetical protein		Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsis	Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111
00002	D7AYG7_NOCDD	GCA_000092985.1	+	872633	873601	3538	4506	6	ADH66156.1	GTP-binding protein Era		Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsis	Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111

00003	A0A0S1Y445_9BORD	GCA_001433395.1	+	4377384	4378421	-5231	-4194	0	ALM84748.1	hypothetical protein		Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Bordetella	Bordetella sp. N
00003	A0A0S1Y445_9BORD	GCA_001433395.1	+	4378581	4380131	-4034	-2484	0	ALM84749.1	gamma-glutamyltransferase		Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Bordetella	Bordetella sp. N
00003	A0A0S1Y445_9BORD	GCA_001433395.1	-	4380201	4380878	-2414	-1737	0	ALM84750.1	hypothetical protein	TM	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Bordetella	Bordetella sp. N
00003	A0A0S1Y445_9BORD	GCA_001433395.1	+	4381153	4382619	-1462	4	21	ALM84751.1	(dimethylallyl)adenosine tRNA methylthiotransferase		Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Bordetella	Bordetella sp. N
00003	A0A0S1Y445_9BORD	GCA_001433395.1	+	4382616	4383659	1	1044	23	ALM84752.1	phosphate starvation-inducible protein PhoH		Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Bordetella	Bordetella sp. N
00003	A0A0S1Y445_9BORD	GCA_001433395.1	+	4383757	4384212	1142	1597	22	ALM87087.1	rRNA maturation RNase YbeY		Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Bordetella	Bordetella sp. N
00003	A0A0S1Y445_9BORD	GCA_001433395.1	+	4384333	4385208	1718	2593	19	ALM84753.1	magnesium/cobalt efflux protein		Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Bordetella	Bordetella sp. N
00003	A0A0S1Y445_9BORD	GCA_001433395.1	+	4385205	4386839	2590	4224	20	ALM84754.1	apolipoprotein N-acyltransferase	TM	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Bordetella	Bordetella sp. N
00003	A0A0S1Y445_9BORD	GCA_001433395.1	-	4386933	4388018	4318	5403	4	ALM84755.1	aldo/keto reductase		Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Bordetella	Bordetella sp. N

00004	A0A0U4VKN7_9PSED	GCA_001518815.1	-	1188182	1188517	-3395	-3060	0	ALZ83663.1	hypothetical protein		Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonas	Pseudomonas oryzihabitans
00004	A0A0U4VKN7_9PSED	GCA_001518815.1	-	1187207	1188130	-3008	-2085	3	ALZ83662.1	LysR family transcriptional regulator		Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonas	Pseudomonas oryzihabitans
00004	A0A0U4VKN7_9PSED	GCA_001518815.1	+	1186682	1187086	-1964	-1560	0	ALZ83661.1	enamine deaminase RidA		Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonas	Pseudomonas oryzihabitans
00004	A0A0U4VKN7_9PSED	GCA_001518815.1	+	1185222	1186631	-1509	-100	21	ALZ83660.1	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase MiaB		Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonas	Pseudomonas oryzihabitans
00004	A0A0U4VKN7_9PSED	GCA_001518815.1	+	1184105	1185121	1	1017	23	ALZ83659.1	ATP-binding protein		Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonas	Pseudomonas oryzihabitans
00004	A0A0U4VKN7_9PSED	GCA_001518815.1	+	1183660	1184115	1007	1462	22	ALZ83658.1	rRNA maturation factor		Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonas	Pseudomonas oryzihabitans
00004	A0A0U4VKN7_9PSED	GCA_001518815.1	+	1182813	1183652	1470	2309	19	ALZ83657.1	magnesium/cobalt efflux protein		Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonas	Pseudomonas oryzihabitans
00004	A0A0U4VKN7_9PSED	GCA_001518815.1	+	1180944	1182491	2631	4178	20	ALZ83656.1	apolipoprotein N-acyltransferase	TM	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonas	Pseudomonas oryzihabitans
00004	A0A0U4VKN7_9PSED	GCA_001518815.1	-	1180192	1180953	4169	4930	0	ALZ83655.1	hypothetical protein	TM	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonas	Pseudomonas oryzihabitans

00005	A1UU40_BARBK	GCA_000015445.1	+	1283819	1284424	-3597	-2992	0	ABM44526.1	recombination protein RecR		Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonella	Bartonella bacilliformis KC583
00005	A1UU40_BARBK	GCA_000015445.1	+	1284661	1285368	-2755	-2048	0	ABM45248.1	glycoprotease family protein		Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonella	Bartonella bacilliformis KC583
00005	A1UU40_BARBK	GCA_000015445.1	+	1285361	1285852	-2055	-1564	0	ABM45260.1	ribosomal-protein-alanine acetyltransferase		Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonella	Bartonella bacilliformis KC583
00005	A1UU40_BARBK	GCA_000015445.1	+	1285884	1287260	-1532	-156	21	ABM44770.1	tRNA-i(6)A37 thiotransferase enzyme MiaB		Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonella	Bartonella bacilliformis KC583
00005	A1UU40_BARBK	GCA_000015445.1	+	1287417	1288529	1	1113	23	ABM45079.1	PhoH family protein		Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonella	Bartonella bacilliformis KC583
00005	A1UU40_BARBK	GCA_000015445.1	+	1288537	1289013	1121	1597	22	ABM44555.1	conserved hypothetical protein TIGR00043		Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonella	Bartonella bacilliformis KC583
00005	A1UU40_BARBK	GCA_000015445.1	+	1289116	1290138	1700	2722	19	ABM45581.1	magnesium and cobalt efflux protein CorC		Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonella	Bartonella bacilliformis KC583
00005	A1UU40_BARBK	GCA_000015445.1	+	1290101	1291726	2685	4310	20	ABM45042.1	apolipoprotein N-acyltransferase	TM	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonella	Bartonella bacilliformis KC583
00005	A1UU40_BARBK	GCA_000015445.1	+	1291877	1292290	4461	4874	0	ABM45051.1	DNA-binding protein		Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonella	Bartonella bacilliformis KC583

00006	PHOL_ECOLI	GCF_000005845.2	+	699574	700326	-6947	-6195	0	NP_415201.1	UMP phosphatase		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli str. K-12 substr. MG1655
00006	PHOL_ECOLI	GCF_000005845.2	+	697513	699177	-5798	-4134	0	NP_415200.1	asparagine synthetase B		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli str. K-12 substr. MG1655
00006	PHOL_ECOLI	GCF_000005845.2	-	695101	696276	-2897	-1722	0	NP_415195.1	2-octaprenyl-3-methyl-6-methoxy-1%2C4-benzoquinol hydroxylase		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli str. K-12 substr. MG1655
00006	PHOL_ECOLI	GCF_000005845.2	+	693531	694955	-1576	-152	21	NP_415194.1	isopentenyl-adenosine A37 tRNA methylthiolase		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli str. K-12 substr. MG1655
00006	PHOL_ECOLI	GCF_000005845.2	+	692338	693378	1	1041	23	NP_415193.2	PhoH-like protein		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli str. K-12 substr. MG1655
00006	PHOL_ECOLI	GCF_000005845.2	+	691874	692341	1038	1505	22	NP_415192.1	endoribonuclease YbeY		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli str. K-12 substr. MG1655
00006	PHOL_ECOLI	GCF_000005845.2	+	690906	691784	1595	2473	19	NP_415191.1	CorC-HlyC family protein YbeX		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli str. K-12 substr. MG1655
00006	PHOL_ECOLI	GCF_000005845.2	+	689343	690881	2498	4036	20	NP_415190.1	apolipoprotein N-acyltransferase		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli str. K-12 substr. MG1655
00006	PHOL_ECOLI	GCF_000005845.2	+	687997	689013	4366	5382	0	NP_415189.1	IS5 transposase and trans-activator		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Escherichia	Escherichia coli str. K-12 substr. MG1655

00007	A0A1F3CXR1_9BACT	GCA_001768115.1	+	20328	21557	-3282	-2053	10000	A2Z07_13220	pseudogene		Bacteria	Armatimonadetes	Armatimonadetes_na	Armatimonadetes_na_na	Armatimonadetes	Armatimonadetes bacterium RBG_16_67_12
00007	A0A1F3CXR1_9BACT	GCA_001768115.1	+	21541	22329	-2069	-1281	10000	A2Z07_13225	pseudogene		Bacteria	Armatimonadetes	Armatimonadetes_na	Armatimonadetes_na_na	Armatimonadetes	Armatimonadetes bacterium RBG_16_67_12
00007	A0A1F3CXR1_9BACT	GCA_001768115.1	+	22441	22982	-1169	-628	10000	A2Z07_13230	pseudogene		Bacteria	Armatimonadetes	Armatimonadetes_na	Armatimonadetes_na_na	Armatimonadetes	Armatimonadetes bacterium RBG_16_67_12
00007	A0A1F3CXR1_9BACT	GCA_001768115.1	+	22994	23455	-616	-155	0	OFX35327.1	arginine repressor		Bacteria	Armatimonadetes	Armatimonadetes_na	Armatimonadetes_na_na	Armatimonadetes	Armatimonadetes bacterium RBG_16_67_12
00007	A0A1F3CXR1_9BACT	GCA_001768115.1	+	23611	24612	1	1002	23	OFX35328.1	phosphate starvation-inducible protein PhoH		Bacteria	Armatimonadetes	Armatimonadetes_na	Armatimonadetes_na_na	Armatimonadetes	Armatimonadetes bacterium RBG_16_67_12
00007	A0A1F3CXR1_9BACT	GCA_001768115.1	+	24681	26720	1071	3110	11	OFX35329.1	hypothetical protein	TM	Bacteria	Armatimonadetes	Armatimonadetes_na	Armatimonadetes_na_na	Armatimonadetes	Armatimonadetes bacterium RBG_16_67_12
00007	A0A1F3CXR1_9BACT	GCA_001768115.1	+	26724	27158	3114	3548	22	OFX35330.1	rRNA maturation RNase YbeY		Bacteria	Armatimonadetes	Armatimonadetes_na	Armatimonadetes_na_na	Armatimonadetes	Armatimonadetes bacterium RBG_16_67_12
00007	A0A1F3CXR1_9BACT	GCA_001768115.1	+	27163	27660	3553	4050	5	OFX35331.1	hypothetical protein	TM	Bacteria	Armatimonadetes	Armatimonadetes_na	Armatimonadetes_na_na	Armatimonadetes	Armatimonadetes bacterium RBG_16_67_12
00007	A0A1F3CXR1_9BACT	GCA_001768115.1	+	27738	29660	4128	6050	0	OFX35343.1	hypothetical protein	TM	Bacteria	Armatimonadetes	Armatimonadetes_na	Armatimonadetes_na_na	Armatimonadetes	Armatimonadetes bacterium RBG_16_67_12

00008	U5SC87_9LACT	GCA_000493735.1	+	1086986	1087405	-4225	-3806	0	AGY81689.1	MerR family transcriptional regulator		Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacterium	Carnobacterium inhibens subsp. gilichinskyi
00008	U5SC87_9LACT	GCA_000493735.1	+	1087492	1088343	-3719	-2868	4	AGY81690.1	2%2C5-diketo-D-gluconic acid reductase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacterium	Carnobacterium inhibens subsp. gilichinskyi
00008	U5SC87_9LACT	GCA_000493735.1	+	1088691	1089359	-2520	-1852	0	AGY81691.1	flavodoxin		Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacterium	Carnobacterium inhibens subsp. gilichinskyi
00008	U5SC87_9LACT	GCA_000493735.1	+	1089497	1090480	-1714	-731	4	AGY81692.1	aldehyde oxidase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacterium	Carnobacterium inhibens subsp. gilichinskyi
00008	U5SC87_9LACT	GCA_000493735.1	+	1091212	1092231	1	1020	23	AGY81693.1	phosphate starvation-inducible protein PhoH		Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacterium	Carnobacterium inhibens subsp. gilichinskyi
00008	U5SC87_9LACT	GCA_000493735.1	+	1092243	1094450	1032	3239	11	AGY81694.1	phosphohydrolase	TM	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacterium	Carnobacterium inhibens subsp. gilichinskyi
00008	U5SC87_9LACT	GCA_000493735.1	+	1094501	1094977	3290	3766	22	AGY81695.1	rRNA maturation factor		Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacterium	Carnobacterium inhibens subsp. gilichinskyi
00008	U5SC87_9LACT	GCA_000493735.1	+	1094961	1095356	3750	4145	5	AGY81696.1	UDP kinase	TM	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacterium	Carnobacterium inhibens subsp. gilichinskyi
00008	U5SC87_9LACT	GCA_000493735.1	+	1095372	1095782	4161	4571	10	AGY81697.1	cytidine deaminase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacterium	Carnobacterium inhibens subsp. gilichinskyi

00009	W7C1W6_9LIST	GCA_000525875.1	+	38723	39664	-2686	-1745	0	EUJ33345.1	ribosomal protein L11 methyltransferase		Bacteria	Firmicutes	Bacilli	Bacillales	Listeria	Listeria floridensis FSL S10-1187
00009	W7C1W6_9LIST	GCA_000525875.1	+	39760	40434	-1649	-975	9	EUJ33346.1	16S ribosomal RNA methyltransferase RsmE		Bacteria	Firmicutes	Bacilli	Bacillales	Listeria	Listeria floridensis FSL S10-1187
00009	W7C1W6_9LIST	GCA_000525875.1	+	40621	40794	-788	-615	2	EUJ33347.1	30S ribosomal protein S21		Bacteria	Firmicutes	Bacilli	Bacillales	Listeria	Listeria floridensis FSL S10-1187
00009	W7C1W6_9LIST	GCA_000525875.1	+	40815	41258	-594	-151	0	EUJ33348.1	hypothetical protein		Bacteria	Firmicutes	Bacilli	Bacillales	Listeria	Listeria floridensis FSL S10-1187
00009	W7C1W6_9LIST	GCA_000525875.1	+	41410	42366	1	957	23	EUJ33349.1	PhoH family protein		Bacteria	Firmicutes	Bacilli	Bacillales	Listeria	Listeria floridensis FSL S10-1187
00009	W7C1W6_9LIST	GCA_000525875.1	+	42382	44517	973	3108	11	EUJ33350.1	hypothetical protein	TM	Bacteria	Firmicutes	Bacilli	Bacillales	Listeria	Listeria floridensis FSL S10-1187
00009	W7C1W6_9LIST	GCA_000525875.1	+	44517	44996	3108	3587	22	EUJ33351.1	metal-binding heat shock protein		Bacteria	Firmicutes	Bacilli	Bacillales	Listeria	Listeria floridensis FSL S10-1187
00009	W7C1W6_9LIST	GCA_000525875.1	+	44980	45411	3571	4002	5	EUJ33352.1	hypothetical protein	TM	Bacteria	Firmicutes	Bacilli	Bacillales	Listeria	Listeria floridensis FSL S10-1187
00009	W7C1W6_9LIST	GCA_000525875.1	+	45389	45799	3980	4390	10	EUJ33353.1	cytidine deaminase		Bacteria	Firmicutes	Bacilli	Bacillales	Listeria	Listeria floridensis FSL S10-1187

00010	A0A0K1PB02_9DELT	GCA_001263175.1	-	1198786	1199058	-4955	-4683	0	AKU90592.1	SSU ribosomal protein S20p		Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Vulgatibacter	Vulgatibacter incomptus
00010	A0A0K1PB02_9DELT	GCA_001263175.1	-	1199347	1200162	-4394	-3579	13	AKU90593.1	Nucleoside triphosphate pyrophosphohydrolase MazG		Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Vulgatibacter	Vulgatibacter incomptus
00010	A0A0K1PB02_9DELT	GCA_001263175.1	+	1200400	1202511	-3341	-1230	0	AKU90594.1	hypothetical protein	TM	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Vulgatibacter	Vulgatibacter incomptus
00010	A0A0K1PB02_9DELT	GCA_001263175.1	+	1202514	1203692	-1227	-49	0	AKU90595.1	Response regulator		Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Vulgatibacter	Vulgatibacter incomptus
00010	A0A0K1PB02_9DELT	GCA_001263175.1	+	1203742	1204758	1	1017	23	AKU90596.1	Phosphate starvation-inducible protein PhoH%2C predicted ATPase		Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Vulgatibacter	Vulgatibacter incomptus
00010	A0A0K1PB02_9DELT	GCA_001263175.1	+	1204828	1207239	1087	3498	11	AKU90597.1	Membrane protein containing HD superfamily hydrolase	TM	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Vulgatibacter	Vulgatibacter incomptus
00010	A0A0K1PB02_9DELT	GCA_001263175.1	+	1207288	1207830	3547	4089	22	AKU90598.1	Metal-dependent hydrolase YbeY		Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Vulgatibacter	Vulgatibacter incomptus
00010	A0A0K1PB02_9DELT	GCA_001263175.1	+	1207827	1208246	4086	4505	0	AKU90599.1	CopG domain protein DNA-binding domain protein		Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Vulgatibacter	Vulgatibacter incomptus
00010	A0A0K1PB02_9DELT	GCA_001263175.1	-	1208257	1208478	4516	4737	0	AKU90600.1	hypothetical protein		Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Vulgatibacter	Vulgatibacter incomptus

00011	A0A1G1DHS7_9BACT	GCA_001803575.1	+	3150	4076	-5289	-4363	0	OGW06853.1	hypothetical protein		Bacteria	Nitrospinae	Nitrospinae_na	Nitrospinae_na_na	Nitrospinae	Nitrospinae bacterium RIFCSPLOWO2_02_39_17
00011	A0A1G1DHS7_9BACT	GCA_001803575.1	+	4073	4564	-4366	-3875	0	OGW06854.1	hypothetical protein	TM	Bacteria	Nitrospinae	Nitrospinae_na	Nitrospinae_na_na	Nitrospinae	Nitrospinae bacterium RIFCSPLOWO2_02_39_17
00011	A0A1G1DHS7_9BACT	GCA_001803575.1	+	4557	5624	-3882	-2815	0	OGW06855.1	hypothetical protein		Bacteria	Nitrospinae	Nitrospinae_na	Nitrospinae_na_na	Nitrospinae	Nitrospinae bacterium RIFCSPLOWO2_02_39_17
00011	A0A1G1DHS7_9BACT	GCA_001803575.1	+	5715	8435	-2724	-4	0	OGW06856.1	[protein-PII] uridylyltransferase		Bacteria	Nitrospinae	Nitrospinae_na	Nitrospinae_na_na	Nitrospinae	Nitrospinae bacterium RIFCSPLOWO2_02_39_17
00011	A0A1G1DHS7_9BACT	GCA_001803575.1	+	8440	9438	1	999	23	OGW06857.1	hypothetical protein		Bacteria	Nitrospinae	Nitrospinae_na	Nitrospinae_na_na	Nitrospinae	Nitrospinae bacterium RIFCSPLOWO2_02_39_17
00011	A0A1G1DHS7_9BACT	GCA_001803575.1	+	9435	11936	996	3497	11	OGW06858.1	hypothetical protein	TM	Bacteria	Nitrospinae	Nitrospinae_na	Nitrospinae_na_na	Nitrospinae	Nitrospinae bacterium RIFCSPLOWO2_02_39_17
00011	A0A1G1DHS7_9BACT	GCA_001803575.1	+	11836	12285	3397	3846	22	OGW06859.1	rRNA maturation RNase YbeY		Bacteria	Nitrospinae	Nitrospinae_na	Nitrospinae_na_na	Nitrospinae	Nitrospinae bacterium RIFCSPLOWO2_02_39_17
00011	A0A1G1DHS7_9BACT	GCA_001803575.1	+	12358	12846	3919	4407	8	OGW06860.1	HIT family hydrolase		Bacteria	Nitrospinae	Nitrospinae_na	Nitrospinae_na_na	Nitrospinae	Nitrospinae bacterium RIFCSPLOWO2_02_39_17
00011	A0A1G1DHS7_9BACT	GCA_001803575.1	-	12870	14639	4431	6200	15	OGW06861.1	antibiotic ABC transporter ATP-binding protein	TM	Bacteria	Nitrospinae	Nitrospinae_na	Nitrospinae_na_na	Nitrospinae	Nitrospinae bacterium RIFCSPLOWO2_02_39_17

00012	D5EEA3_AMICL	GCA_000025885.1	+	769363	769953	-6147	-5557	0	ADE56881.1	peptidyl-tRNA hydrolase		Bacteria	Synergistetes	Synergistia	Synergistales	Aminobacterium	Aminobacterium colombiense DSM 12261
00012	D5EEA3_AMICL	GCA_000025885.1	+	770075	773152	-5435	-2358	14	ADE56882.1	DEAD/DEAH box helicase domain protein		Bacteria	Synergistetes	Synergistia	Synergistales	Aminobacterium	Aminobacterium colombiense DSM 12261
00012	D5EEA3_AMICL	GCA_000025885.1	+	773155	774000	-2355	-1510	13	ADE56883.1	MazG family protein		Bacteria	Synergistetes	Synergistia	Synergistales	Aminobacterium	Aminobacterium colombiense DSM 12261
00012	D5EEA3_AMICL	GCA_000025885.1	+	774097	775494	-1413	-16	12	ADE56884.1	Conserved carboxylase region		Bacteria	Synergistetes	Synergistia	Synergistales	Aminobacterium	Aminobacterium colombiense DSM 12261
00012	D5EEA3_AMICL	GCA_000025885.1	+	775511	776509	1	999	23	ADE56885.1	PhoH family protein		Bacteria	Synergistetes	Synergistia	Synergistales	Aminobacterium	Aminobacterium colombiense DSM 12261
00012	D5EEA3_AMICL	GCA_000025885.1	+	776481	778601	971	3091	11	ADE56886.1	metal dependent phosphohydrolase	TM	Bacteria	Synergistetes	Synergistia	Synergistales	Aminobacterium	Aminobacterium colombiense DSM 12261
00012	D5EEA3_AMICL	GCA_000025885.1	+	778605	779141	3095	3631	22	ADE56887.1	protein of unknown function UPF0054		Bacteria	Synergistetes	Synergistia	Synergistales	Aminobacterium	Aminobacterium colombiense DSM 12261
00012	D5EEA3_AMICL	GCA_000025885.1	+	779144	780430	3634	4920	19	ADE56888.1	protein of unknown function DUF21	TM	Bacteria	Synergistetes	Synergistia	Synergistales	Aminobacterium	Aminobacterium colombiense DSM 12261
00012	D5EEA3_AMICL	GCA_000025885.1	+	780417	780860	4907	5350	10	ADE56889.1	cytidine deaminase		Bacteria	Synergistetes	Synergistia	Synergistales	Aminobacterium	Aminobacterium colombiense DSM 12261

00013	E1QFI5_DESB2	GCA_000143965.1	+	1068864	1069052	-2531	-2343	0	ADK84325.1	4Fe-4S ferredoxin iron-sulfur binding domain protein		Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculus	Desulfarculus baarsii DSM 2075
00013	E1QFI5_DESB2	GCA_000143965.1	-	1068304	1068732	-2211	-1783	0	ADK84324.1	conserved hypothetical protein		Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculus	Desulfarculus baarsii DSM 2075
