
 ### Operon: 1

	 WP_066779811.1	[55, 59, 59, 60, 66, 62, 63, 54, 53]

 ### Operon: 18

	 OYV85121.1	[59, 60, 66]
	 TAK59397.1	[59, 60, 66, 62, 0]
	 TMK87696.1	[59, 60, 66, 10000, 63, 64, 54]
	 EKD23417.1	[59, 60, 66, 63]
	 RIK53503.1	[59, 60, 66, 62, 38, 27, 39]
	 TMK17718.1	[59, 60, 66, 62, 0, 63, 64]
	 WP_120377795.1	[59, 60, 66, 10000]
	 OQX29578.1	[0, 51, 59, 60, 66, 62, 63, 64, 10000]
	 PID85410.1	[59, 60, 66, 62, 38, 27, 36]
	 TNF49508.1	[0, 0, 10000, 10000, 66, 62, 63, 63]
	 OGO37218.1	[10000, 10000, 59, 60, 66, 62, 10000, 10000]
	 RLE32576.1	[59, 60, 66, 63]

 ### Operon: 19

	 CAE79962.1	[0, 0, 59, 60, 66, 62, 63, 63, 64]

 ### Operon: 20

	 CDE20839.1	[0, 58, 59, 60, 66]

 ### Operon: 21

	 KZD15133.1	[40, 0, 59, 10000, 66, 62, 63, 64, 42]

 ### Operon: 22

	 OFW67048.1	[10000, 10000, 59, 60, 66, 62, 10000, 54, 0]

 ### Operon: 23

	 OGF52896.1	[0, 0, 59, 60, 66, 10000, 63, 64, 54]

 ### Operon: 24

	 OGO26176.1	[0, 37, 59, 60, 66, 62, 38, 36, 39]

 ### Operon: 25

	 OLA43507.1	[0, 58, 59, 60, 66, 62, 63, 31, 42]

 ### Operon: 26

	 OLC57891.1	[0, 58, 59, 60, 66, 62, 63, 64, 42]

 ### Operon: 27

	 OPX26141.1	[40, 59, 10000, 0, 66, 62, 63]

 ### Operon: 28

	 OPZ59235.1	[60, 66, 62]

 ### Operon: 29

	 OQB15766.1	[0, 58, 59, 60, 66, 62, 63, 29, 30]

 ### Operon: 30

	 OQB21461.1	[0, 58, 59, 60, 66, 62, 63, 63, 64]

 ### Operon: 31

	 OQY91747.1	[0, 0, 59, 60, 66, 62, 38, 0, 27]

 ### Operon: 32

	 PCI74298.1	[26, 0, 59, 60, 66, 63, 10000, 0, 10000]

 ### Operon: 33

	 PID75101.1	[0, 25, 59, 60, 66, 62, 63, 63, 64]

 ### Operon: 34

	 PID79571.1	[35, 40, 59, 60, 66, 62, 63, 64, 42]

 ### Operon: 35

	 PKO07036.1	[0, 37, 59, 60, 66, 62, 38, 27, 36]

 ### Operon: 36

	 PKQ17359.1	[59, 54, 59, 60, 66, 62, 63, 54, 54]

 ### Operon: 37

	 PKQ28811.1	[59, 0, 59, 60, 66, 62, 63, 64, 54]

 ### Operon: 38

	 PLS75815.1	[0, 24, 59, 60, 66, 62, 63, 64, 54]

 ### Operon: 39

	 PLX18540.1	[59, 60, 66, 57, 62, 63, 63]

 ### Operon: 40

	 PYI56111.1	[0, 23, 59, 60, 66, 63]

 ### Operon: 41

	 PYQ11329.1	[0, 0, 59, 60, 66, 62, 63, 10000, 42]

 ### Operon: 42

	 PZR60529.1	[18, 45, 59, 60, 66, 62, 18, 0, 0]

 ### Operon: 43

	 RIK01244.1	[0, 0, 59, 60, 66, 62, 0, 29, 17]

 ### Operon: 44

	 RLT24846.1	[0, 0, 59, 60, 66, 62, 10000, 0, 0]

 ### Operon: 45

	 RMG23772.1	[59, 60, 66, 0, 0, 0, 0]

 ### Operon: 46

	 TMC83628.1	[0, 58, 59, 60, 66, 62, 63, 64, 0]

 ### Operon: 47

	 TME15659.1	[0, 58, 59, 60, 66, 62, 63, 64, 42]

 ### Operon: 48

	 TMK87268.1	[0, 14, 59, 60, 66, 62, 63, 64, 54]

 ### Operon: 49

	 TML43051.1	[24, 10000, 59, 60, 66, 62, 63, 64, 54]

 ### Operon: 50

	 TMM01377.1	[0, 0, 59, 60, 66, 62, 63, 10000, 54]

 ### Operon: 51

	 TSA16903.1	[0, 0, 59, 60, 66, 62, 63, 64, 0]

 ### Operon: 52

	 WP_004825665.1	[59, 58, 59, 60, 66, 62, 63, 64, 0]

 ### Operon: 53

	 WP_008520911.1	[13, 58, 59, 60, 66, 62, 63, 64, 0]

 ### Operon: 54

	 WP_009372714.1	[59, 58, 59, 60, 66, 62, 63, 64, 0]

 ### Operon: 55

	 WP_021939060.1	[0, 58, 59, 60, 66, 62, 63, 0, 48]

 ### Operon: 56

	 WP_025228702.1	[0, 0, 59, 60, 66, 62, 0, 0, 0]

 ### Operon: 57

	 PWM50527.1	[0, 58, 59, 60, 66, 57, 62, 63, 63]

 ### Operon: 58

	 WP_029165374.1	[0, 58, 59, 60, 66, 62, 63, 64, 25]

 ### Operon: 59

	 WP_036741206.1	[59, 58, 59, 60, 66, 62, 63, 64, 0]

 ### Operon: 60

	 WP_037974870.1	[0, 58, 59, 60, 66, 62, 63, 64, 0]

 ### Operon: 61

	 WP_041459500.1	[13, 58, 59, 60, 66, 62, 63, 64, 0]

 ### Operon: 62

	 WP_044642606.1	[0, 58, 59, 60, 66, 62, 63, 64, 54]

 ### Operon: 63

	 WP_046510790.1	[59, 58, 59, 60, 66, 62, 63, 64, 0]

 ### Operon: 64

	 WP_070710341.1	[59, 58, 59, 60, 66, 62, 63, 64, 0]

 ### Operon: 65

	 WP_082671097.1	[0, 16, 59, 60, 66, 62, 63, 64, 0]

 ### Operon: 66

	 WP_084053921.1	[0, 58, 59, 60, 66, 57, 62, 63, 63]

 ### Operon: 67

	 WP_084286292.1	[0, 0, 59, 60, 66, 62, 63, 64, 54]

 ### Operon: 68

	 WP_089722705.1	[59, 58, 59, 60, 66, 62, 63, 63, 64]

 ### Operon: 69

	 WP_091351128.1	[0, 58, 59, 60, 66, 62, 63, 64, 54]

 ### Operon: 70

	 WP_091790858.1	[0, 58, 59, 60, 66, 57, 62, 63, 0]

 ### Operon: 71

	 WP_092085186.1	[18, 60, 66, 62, 63, 51, 0]

 ### Operon: 72

	 WP_092478849.1	[0, 58, 59, 60, 66, 62, 63, 64, 54]

 ### Operon: 73

	 WP_095041880.1	[0, 0, 59, 10000, 66, 62, 38, 27, 36]

 ### Operon: 74

	 WP_119067951.1	[55, 59, 59, 60, 66, 62, 63, 64, 42]

 ### Operon: 75

	 WP_124791567.1	[0, 0, 59, 60, 66, 62, 0, 0, 0]

 ### Operon: 76

	 WP_138196693.1	[0, 58, 59, 60, 66, 62, 63, 64, 54]

 ### Operon: 77

	 WP_156705555.1	[59, 58, 59, 60, 66, 0, 62, 63, 64]

 ### Operon: 78

	 WP_166626503.1	[59, 58, 59, 60, 66, 62, 63, 64, 0]

 ### Operon: 79

	 WP_173112693.1	[0, 51, 51, 60, 66, 62, 63, 54, 10000]

 ### Operon: 80

	 WP_173928157.1	[18, 45, 59, 60, 66, 62, 0, 0, 0]

 ### Operon: 81

	 WP_174621182.1	[55, 59, 59, 60, 66, 62, 63, 64, 41]

 ### Operon: 82

	 CBL28406.1	[56, 0, 59, 60, 66, 63, 0, 0, 0]

 ### Operon: 83

	 ESQ12861.1	[66, 62, 63, 63, 64]

 ### Operon: 84

	 KKP25997.1	[0, 0, 59, 60, 66, 63, 64, 0, 0]

 ### Operon: 85

	 KKP35792.1	[47, 0, 59, 60, 66, 63, 64, 0, 0]

 ### Operon: 86

	 KQC14147.1	[0, 0, 59, 60, 66, 63, 64, 42, 41]

 ### Operon: 87

	 OIP96968.1	[66, 32, 10000]

 ### Operon: 88

	 OQC43023.1	[0, 0, 0, 60, 66, 62, 63, 63, 64]

 ### Operon: 89

	 PIP12460.1	[0, 56, 0, 60, 66, 63, 64, 41]

 ### Operon: 90

	 PIR19223.1	[40, 60, 66, 63, 64, 42]

 ### Operon: 91

	 PKK94860.1	[0, 0, 0, 60, 66]

 ### Operon: 92

	 PSH03671.1	[0, 0, 0, 60, 66, 62, 63, 64, 0]

 ### Operon: 93

	 PWL79277.1	[52, 0, 52, 60, 66, 62, 63, 54, 53]

 ### Operon: 94

	 PWM34106.1	[0, 58, 59, 60, 66, 0, 0, 0, 0]

 ### Operon: 95

	 PZM91784.1	[0, 51, 0, 60, 66, 62, 63, 64, 19]

 ### Operon: 96

	 PZR62573.1	[59, 59, 0, 60, 66, 62, 63, 64, 42]

 ### Operon: 97

	 RKU28278.1	[0, 0, 59, 60, 66, 63, 64, 42, 41]

 ### Operon: 98

	 RME08879.1	[66, 62, 0, 0]

 ### Operon: 99

	 TDI95161.1	[0, 0, 0, 60, 66, 62, 63, 64, 19]

 ### Operon: 100

	 TMM13716.1	[0, 0, 59, 60, 66, 63, 64, 54, 42]

 ### Operon: 101

	 TRZ65843.1	[0, 59, 60, 66, 62, 63, 64, 0]

 ### Operon: 102

	 TSA29763.1	[0, 0, 59, 60, 66, 0, 0, 0, 0]

 ### Operon: 103

	 WP_027889696.1	[0, 58, 59, 60, 66, 0, 5, 5, 0]

 ### Operon: 104

	 WP_041739193.1	[30, 17, 8, 60, 66, 62, 63, 54, 53]

 ### Operon: 105

	 WP_071131953.1	[58, 59, 60, 66, 62, 63, 0, 0]

 ### Operon: 106

	 WP_075276636.1	[0, 0, 0, 60, 66, 62, 63, 10000, 0]

 ### Operon: 107

	 WP_108059770.1	[0, 0, 59, 60, 66, 0, 0, 0, 0]

 ### Operon: 108

	 WP_133451944.1	[0, 0, 0, 60, 66, 62, 63, 64, 51]

 ### Operon: 109

	 WP_133579266.1	[59, 58, 59, 60, 66, 0, 0, 57, 62]

 ### Operon: 110

	 WP_138268653.1	[0, 58, 59, 60, 66, 0, 0, 0, 0]

 ### Operon: 111

	 WP_148133815.1	[0, 58, 59, 60, 66, 0, 0, 0, 0]

 ### Operon: 112

	 WP_165044303.1	[59, 59, 0, 60, 66, 62, 63, 54, 53]

 ### Operon: 113

	 WP_165059976.1	[0, 0, 0, 60, 66, 62, 63, 54, 53]

 ### Operon: 114

	 WP_168097847.1	[58, 59, 60, 66, 62, 63, 0, 8]

 ### Operon: 115

	 WP_174356430.1	[0, 0, 0, 60, 66, 62, 63, 63, 0]

 ### Operon: 116

	 AMB98951.1	[58, 59, 0, 60, 66, 0, 62, 63, 64]

 ### Operon: 117

	 CDE39195.1	[52, 0, 0, 60, 66, 0, 0, 0, 0]

 ### Operon: 118

	 CDE95132.1	[0, 51, 0, 60, 66, 0, 50, 0, 0]

 ### Operon: 119

	 KPJ55722.1	[0, 66, 0, 0, 0, 0]

 ### Operon: 120

	 KXK07983.1	[0, 46, 44, 60, 66, 0, 0, 0, 50]

 ### Operon: 121

	 OGC16053.1	[0, 0, 0, 60, 66, 57, 63, 63, 64]

 ### Operon: 122

	 OGV37652.1	[0, 0, 0, 60, 66, 63, 64, 42, 0]

 ### Operon: 123

	 PJE67290.1	[0, 46, 44, 60, 66, 43, 59, 10000, 0]

 ### Operon: 124

	 PZR71877.1	[22, 66, 63, 21, 20, 36]

 ### Operon: 125

	 PYI93902.1	[23, 59, 60, 22, 66, 63, 21, 20, 36]

 ### Operon: 126

	 RKX69607.1	[0, 0, 16, 60, 66, 63, 64, 42, 41]

 ### Operon: 127

	 RLD33598.1	[0, 0, 0, 0, 66, 0, 0]

 ### Operon: 128

	 RMF93602.1	[0, 0, 0, 0, 66, 15, 0]

 ### Operon: 129

	 RPH35072.1	[62, 63, 64, 66, 0]

 ### Operon: 130

	 TET36259.1	[66, 63, 64, 0, 0]

 ### Operon: 131

	 WP_027984593.1	[0, 0, 0, 66, 0, 4, 0]

 ### Operon: 132

	 WP_119015225.1	[0, 0, 0, 60, 66, 0, 0, 47, 62]

 ### Operon: 133

	 WP_168722522.1	[0, 0, 0, 0, 66, 62, 63, 0, 0]

 ### Operon: 134

	 WP_175645309.1	[0, 0, 0, 10000, 66, 0, 10000, 10000, 14]

 ### Operon: 135

	 CBL06223.1	[0, 0, 58, 0, 66, 0, 57, 62, 63]

 ### Operon: 136

	 GAK55151.1	[0, 0, 0, 49, 66, 48, 0, 0, 0]

 ### Operon: 137

	 KPJ79156.1	[0, 0, 0, 0, 66, 0, 0, 49, 0]

 ### Operon: 138

	 OQY14477.1	[0, 0, 0, 28, 66, 0, 59, 60, 61]

 ### Operon: 139

	 PKN53458.1	[0, 0, 0, 0, 66, 28, 0, 0, 0]

 ### Operon: 140

	 RJR47606.1	[0, 0, 32, 0, 66, 0, 0, 0, 0]

 ### Operon: 141

	 TAK21487.1	[0, 0, 0, 0, 66, 0, 0, 0, 0]

 ### Operon: 142

	 WP_020370739.1	[0, 0, 0, 0, 66, 0, 0, 51, 0]

 ### Operon: 143

	 WP_020588717.1	[6, 0, 0, 26, 66, 6, 0, 0, 48]

 ### Operon: 144

	 WP_027366251.1	[7, 0, 0, 0, 66, 0, 0, 0, 0]

 ### Operon: 145

	 WP_027985545.1	[10000, 0, 0, 66, 0, 28, 0, 0]

 ### Operon: 146

	 WP_084057338.1	[7, 15, 2, 3, 66, 32, 0, 0, 59]

 ### Operon: 147

	 WP_093393933.1	[0, 0, 2, 3, 66, 32, 0, 0, 0]

 ### Operon: 148

	 WP_108040934.1	[0, 0, 0, 0, 66, 63, 64, 0, 0]

 ### Operon: 149

	 WP_155303092.1	[7, 0, 0, 0, 66, 0, 4, 0, 0]
