Operon type	Target	AssemblyId	Gene direction	Gene start	Gene end	Relative gene start	Relative gene end	Protein family code	EntrzID	Protein name	Superkingdom	Phylum	Class	Order	Genus	Species
Type	WP_036482472.1	GCF_000756305.1	+	247772	248020	-240	8	109	WP_036482469.1	30S ribosomal protein S16	Bacteria	Cyanobacteria	Cyanobacteria_na	Pleurocapsales	Myxosarcina	Myxosarcina sp. GI1
Type	WP_036482472.1	GCF_000756305.1	+	248013	248375	1	363	112	WP_036482472.1	KH domain-containing protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Pleurocapsales	Myxosarcina	Myxosarcina sp. GI1
Type	WP_036482472.1	GCF_000756305.1	-	248383	249426	371	1414	98	WP_036482475.1	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	Bacteria	Cyanobacteria	Cyanobacteria_na	Pleurocapsales	Myxosarcina	Myxosarcina sp. GI1
Type	WP_036482472.1	GCF_000756305.1	+	249563	249700	1551	1688	97	WP_036482478.1	PetM family cytochrome b6-f complex subunit 7	Bacteria	Cyanobacteria	Cyanobacteria_na	Pleurocapsales	Myxosarcina	Myxosarcina sp. GI1
Type	WP_036482472.1	GCF_000756305.1	+	249839	250756	1827	2744	96	WP_036482481.1	TIGR01777 family oxidoreductase	Bacteria	Cyanobacteria	Cyanobacteria_na	Pleurocapsales	Myxosarcina	Myxosarcina sp. GI1
Type	WP_036482472.1	GCF_000756305.1	+	250766	251617	2754	3605	0	WP_036482484.1	S-formylglutathione hydrolase	Bacteria	Cyanobacteria	Cyanobacteria_na	Pleurocapsales	Myxosarcina	Myxosarcina sp. GI1

Type	WP_069790862.1	GCF_001747005.1	+	20713	22098	-6134	-4749	0	WP_069790866.1	phosphomethylpyrimidine synthase	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Cyanobacterium	Cyanobacterium sp. IPPAS B-1200
Type	WP_069790862.1	GCF_001747005.1	-	17796	20648	-4684	-1832	0	WP_069790865.1	glycerol-3-phosphate acyltransferase	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Cyanobacterium	Cyanobacterium sp. IPPAS B-1200
Type	WP_069790862.1	GCF_001747005.1	-	16473	17750	-1786	-509	94	WP_069790864.1	ankyrin repeat domain-containing protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Cyanobacterium	Cyanobacterium sp. IPPAS B-1200
Type	WP_069790862.1	GCF_001747005.1	+	15956	16204	-240	8	109	WP_069790863.1	30S ribosomal protein S16	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Cyanobacterium	Cyanobacterium sp. IPPAS B-1200
Type	WP_069790862.1	GCF_001747005.1	+	15535	15963	1	429	112	WP_069790862.1	KH domain-containing protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Cyanobacterium	Cyanobacterium sp. IPPAS B-1200
Type	WP_069790862.1	GCF_001747005.1	+	14881	15114	850	1083	0	WP_069790861.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Cyanobacterium	Cyanobacterium sp. IPPAS B-1200
Type	WP_069790862.1	GCF_001747005.1	-	12667	14592	1372	3297	0	WP_069790860.1	50S ribosome-binding GTPase	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Cyanobacterium	Cyanobacterium sp. IPPAS B-1200
Type	WP_069790862.1	GCF_001747005.1	-	9883	12486	3478	6081	0	WP_069790859.1	leucine--tRNA ligase	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Cyanobacterium	Cyanobacterium sp. IPPAS B-1200
Type	WP_069790862.1	GCF_001747005.1	-	9556	9768	6196	6408	0	WP_242411947.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Cyanobacterium	Cyanobacterium sp. IPPAS B-1200

Type	PSP15035.1	GCA_003021435.1	+	7351	8187	-4328	-3492	0	PSP15039.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Cyanobacteria_na_na	Cyanobacteria	Cyanobacteria bacterium SW_11_48_12
Type	PSP15035.1	GCA_003021435.1	+	5978	6781	-2922	-2119	0	PSP15038.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Cyanobacteria_na_na	Cyanobacteria	Cyanobacteria bacterium SW_11_48_12
Type	PSP15035.1	GCA_003021435.1	+	4150	5610	-1751	-291	99	PSP15037.1	signal recognition particle protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Cyanobacteria_na_na	Cyanobacteria	Cyanobacteria bacterium SW_11_48_12
Type	PSP15035.1	GCA_003021435.1	+	3848	4099	-240	11	109	PSP15036.1	30S ribosomal protein S16	Bacteria	Cyanobacteria	Cyanobacteria_na	Cyanobacteria_na_na	Cyanobacteria	Cyanobacteria bacterium SW_11_48_12
Type	PSP15035.1	GCA_003021435.1	+	3475	3858	1	384	112	PSP15035.1	RNA-binding protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Cyanobacteria_na_na	Cyanobacteria	Cyanobacteria bacterium SW_11_48_12
Type	PSP15035.1	GCA_003021435.1	+	2972	3268	591	887	0	PSP15034.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Cyanobacteria_na_na	Cyanobacteria	Cyanobacteria bacterium SW_11_48_12
Type	PSP15035.1	GCA_003021435.1	+	2569	2829	1030	1290	93	PSP15033.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Cyanobacteria_na_na	Cyanobacteria	Cyanobacteria bacterium SW_11_48_12
Type	PSP15035.1	GCA_003021435.1	-	2105	2548	1311	1754	92	PSP15032.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Cyanobacteria_na_na	Cyanobacteria	Cyanobacteria bacterium SW_11_48_12
Type	PSP15035.1	GCA_003021435.1	+	1262	1957	1902	2597	0	PSP15031.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Cyanobacteria_na_na	Cyanobacteria	Cyanobacteria bacterium SW_11_48_12

Type	WP_015166536.1	GCF_000317065.1	-	4161483	4162226	-4704	-3961	0	WP_015166532.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Pseudanabaenales	Pseudanabaena	Pseudanabaena sp. PCC 7367
Type	WP_015166536.1	GCF_000317065.1	-	4162246	4163664	-3941	-2523	0	WP_015166533.1	1-acyl-sn-glycerol-3-phosphate acyltransferase	Bacteria	Cyanobacteria	Cyanobacteria_na	Pseudanabaenales	Pseudanabaena	Pseudanabaena sp. PCC 7367
Type	WP_015166536.1	GCF_000317065.1	+	4164370	4165788	-1817	-399	99	WP_015166534.1	signal recognition particle protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Pseudanabaenales	Pseudanabaena	Pseudanabaena sp. PCC 7367
Type	WP_015166536.1	GCF_000317065.1	+	4165947	4166195	-240	8	109	WP_015166535.1	30S ribosomal protein S16	Bacteria	Cyanobacteria	Cyanobacteria_na	Pseudanabaenales	Pseudanabaena	Pseudanabaena sp. PCC 7367
Type	WP_015166536.1	GCF_000317065.1	+	4166188	4166541	1	354	112	WP_015166536.1	KH domain-containing protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Pseudanabaenales	Pseudanabaena	Pseudanabaena sp. PCC 7367
Type	WP_015166536.1	GCF_000317065.1	+	4166538	4167803	351	1616	91	WP_015166537.1	competence/damage-inducible protein A	Bacteria	Cyanobacteria	Cyanobacteria_na	Pseudanabaenales	Pseudanabaena	Pseudanabaena sp. PCC 7367
Type	WP_015166536.1	GCF_000317065.1	+	4168864	4169211	2677	3024	0	WP_015166538.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Pseudanabaenales	Pseudanabaena	Pseudanabaena sp. PCC 7367
Type	WP_015166536.1	GCF_000317065.1	+	4169241	4169699	3054	3512	90	WP_015166539.1	SsrA-binding protein SmpB	Bacteria	Cyanobacteria	Cyanobacteria_na	Pseudanabaenales	Pseudanabaena	Pseudanabaena sp. PCC 7367
Type	WP_015166536.1	GCF_000317065.1	-	4169913	4170887	3726	4700	0	WP_015166540.1	carotenoid biosynthesis protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Pseudanabaenales	Pseudanabaena	Pseudanabaena sp. PCC 7367

Type	WP_030007129.1	GCF_001693275.1	+	563596	564519	-3317	-2394	106	WP_065710099.1	Ycf66 family protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	unclassified	unclassified Synechococcus
Type	WP_030007129.1	GCF_001693275.1	+	564582	565793	-2331	-1120	105	WP_065710100.1	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	unclassified	unclassified Synechococcus
Type	WP_030007129.1	GCF_001693275.1	-	565879	566418	-1034	-495	104	WP_232308993.1	chorismate lyase	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	unclassified	unclassified Synechococcus
Type	WP_030007129.1	GCF_001693275.1	+	566672	566914	-241	1	109	WP_030007128.1	30S ribosomal protein S16	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	unclassified	unclassified Synechococcus
Type	WP_030007129.1	GCF_001693275.1	+	566914	567342	1	429	112	WP_030007129.1	KH domain-containing protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	unclassified	unclassified Synechococcus
Type	WP_030007129.1	GCF_001693275.1	-	567469	568410	556	1497	103	WP_065710101.1	GTPase Era	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	unclassified	unclassified Synechococcus
Type	WP_030007129.1	GCF_001693275.1	-	568435	569223	1522	2310	0	WP_232321462.1	phosphatase PAP2 family protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	unclassified	unclassified Synechococcus
Type	WP_030007129.1	GCF_001693275.1	+	569319	570605	2406	3692	102	WP_065710103.1	insulinase family protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	unclassified	unclassified Synechococcus
Type	WP_030007129.1	GCF_001693275.1	+	570714	571466	3801	4553	0	WP_065710104.1	class I SAM-dependent methyltransferase	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	unclassified	unclassified Synechococcus

Type	WP_075889505.1	GCF_001904615.1	+	47046	47309	-1661	-1398	0	WP_075889498.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Pseudanabaenales	Limnothrix	Limnothrix rosea
Type	WP_075889505.1	GCF_001904615.1	-	47301	47897	-1406	-810	104	WP_075889501.1	chorismate lyase	Bacteria	Cyanobacteria	Cyanobacteria_na	Pseudanabaenales	Limnothrix	Limnothrix rosea
Type	WP_075889505.1	GCF_001904615.1	+	48127	48318	-580	-389	0	WP_216349345.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Pseudanabaenales	Limnothrix	Limnothrix rosea
Type	WP_075889505.1	GCF_001904615.1	+	48467	48715	-240	8	109	WP_075889503.1	30S ribosomal protein S16	Bacteria	Cyanobacteria	Cyanobacteria_na	Pseudanabaenales	Limnothrix	Limnothrix rosea
Type	WP_075889505.1	GCF_001904615.1	+	48708	49127	1	420	112	WP_075889505.1	KH domain-containing protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Pseudanabaenales	Limnothrix	Limnothrix rosea
Type	WP_075889505.1	GCF_001904615.1	-	49272	50213	565	1506	103	WP_075889507.1	GTPase Era	Bacteria	Cyanobacteria	Cyanobacteria_na	Pseudanabaenales	Limnothrix	Limnothrix rosea
Type	WP_075889505.1	GCF_001904615.1	+	50708	52003	2001	3296	102	WP_075889509.1	insulinase family protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Pseudanabaenales	Limnothrix	Limnothrix rosea
Type	WP_075889505.1	GCF_001904615.1	+	52278	53081	3571	4374	84	WP_171971701.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Pseudanabaenales	Limnothrix	Limnothrix rosea
Type	WP_075889505.1	GCF_001904615.1	+	53179	54015	4472	5308	0	WP_075889511.1	CPBP family intramembrane metalloprotease	Bacteria	Cyanobacteria	Cyanobacteria_na	Pseudanabaenales	Limnothrix	Limnothrix rosea

Type	PZV10928.1	GCA_003249035.1	-	13651	15195	-3973	-2429	0	PZV10932.1	serine hydrolase	Bacteria	Cyanobacteria	Cyanobacteria_na	Pseudanabaenales	Pseudanabaena	Pseudanabaena sp.
Type	PZV10928.1	GCA_003249035.1	-	12823	13584	-2362	-1601	0	PZV10931.1	RNA methyltransferase	Bacteria	Cyanobacteria	Cyanobacteria_na	Pseudanabaenales	Pseudanabaena	Pseudanabaena sp.
Type	PZV10928.1	GCA_003249035.1	-	11795	12763	-1541	-573	0	PZV10930.1	aspartate carbamoyltransferase	Bacteria	Cyanobacteria	Cyanobacteria_na	Pseudanabaenales	Pseudanabaena	Pseudanabaena sp.
Type	PZV10928.1	GCA_003249035.1	+	11260	11508	-286	-38	109	PZV10929.1	30S ribosomal protein S16	Bacteria	Cyanobacteria	Cyanobacteria_na	Pseudanabaenales	Pseudanabaena	Pseudanabaena sp.
Type	PZV10928.1	GCA_003249035.1	+	10844	11221	1	378	112	PZV10928.1	KH domain-containing protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Pseudanabaenales	Pseudanabaena	Pseudanabaena sp.
Type	PZV10928.1	GCA_003249035.1	+	9514	10773	449	1708	91	PZV10927.1	competence/damage-inducible protein A	Bacteria	Cyanobacteria	Cyanobacteria_na	Pseudanabaenales	Pseudanabaena	Pseudanabaena sp.
Type	PZV10928.1	GCA_003249035.1	-	7795	8847	2375	3427	0	PZV10926.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Pseudanabaenales	Pseudanabaena	Pseudanabaena sp.
Type	PZV10928.1	GCA_003249035.1	+	5245	7239	3983	5977	0	PZV10925.1	NAD(FAD)-dependent dehydrogenase	Bacteria	Cyanobacteria	Cyanobacteria_na	Pseudanabaenales	Pseudanabaena	Pseudanabaena sp.
Type	PZV10928.1	GCA_003249035.1	-	4770	5078	6144	6452	0	PZV10924.1	DUF3082 domain-containing protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Pseudanabaenales	Pseudanabaena	Pseudanabaena sp.

Type	AIE75570.1	GCA_000478825.2	-	3021333	3021464	-3310	-3179	0	AIE75566.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	Synechocystis	Synechocystis sp. PCC 6714
Type	AIE75570.1	GCA_000478825.2	+	3021613	3022686	-3030	-1957	0	AIE75567.1	Prophage Lp2 protein 6	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	Synechocystis	Synechocystis sp. PCC 6714
Type	AIE75570.1	GCA_000478825.2	-	3022694	3024040	-1949	-603	77	AIE75568.1	Hemolysins-related protein containing CBS domains	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	Synechocystis	Synechocystis sp. PCC 6714
Type	AIE75570.1	GCA_000478825.2	+	3024330	3024578	-313	-65	109	AIE75569.1	SSU ribosomal protein S16p	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	Synechocystis	Synechocystis sp. PCC 6714
Type	AIE75570.1	GCA_000478825.2	+	3024644	3024979	1	336	112	AIE75570.1	KH domain RNA binding protein YlqC	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	Synechocystis	Synechocystis sp. PCC 6714
Type	AIE75570.1	GCA_000478825.2	+	3025173	3027347	530	2704	0	AIE75571.1	Glutamine synthetase type III%2C GlnN	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	Synechocystis	Synechocystis sp. PCC 6714
Type	AIE75570.1	GCA_000478825.2	+	3027898	3028188	3255	3545	0	AIE75572.1	HigA protein (antitoxin to HigB)	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	Synechocystis	Synechocystis sp. PCC 6714
Type	AIE75570.1	GCA_000478825.2	-	3028488	3028970	3845	4327	0	AIE75573.1	Photosystem II protein PsbV%2C cytochrome c550	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	Synechocystis	Synechocystis sp. PCC 6714
Type	AIE75570.1	GCA_000478825.2	-	3029128	3029328	4485	4685	0	AIE75574.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	Synechocystis	Synechocystis sp. PCC 6714

Type	TVQ43653.1	GCA_007693955.1	+	8881	9357	-2062	-1586	0	TVQ43649.1	rhodanese-like domain-containing protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Gloeocapsa	Gloeocapsa sp. DLM2.Bin57
Type	TVQ43653.1	GCA_007693955.1	+	9401	10099	-1542	-844	0	TVQ43650.1	MBL fold metallo-hydrolase	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Gloeocapsa	Gloeocapsa sp. DLM2.Bin57
Type	TVQ43653.1	GCA_007693955.1	+	10103	10642	-840	-301	0	TVQ43651.1	DUF2892 domain-containing protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Gloeocapsa	Gloeocapsa sp. DLM2.Bin57
Type	TVQ43653.1	GCA_007693955.1	+	10703	10951	-240	8	109	TVQ43652.1	30S ribosomal protein S16	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Gloeocapsa	Gloeocapsa sp. DLM2.Bin57
Type	TVQ43653.1	GCA_007693955.1	+	10944	11282	1	339	112	TVQ43653.1	KH domain-containing protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Gloeocapsa	Gloeocapsa sp. DLM2.Bin57
Type	TVQ43653.1	GCA_007693955.1	+	11411	12718	468	1775	0	TVQ43654.1	PDZ domain-containing protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Gloeocapsa	Gloeocapsa sp. DLM2.Bin57
Type	TVQ43653.1	GCA_007693955.1	-	12702	13394	1759	2451	89	TVQ43655.1	1-acyl-sn-glycerol-3-phosphate acyltransferase	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Gloeocapsa	Gloeocapsa sp. DLM2.Bin57
Type	TVQ43653.1	GCA_007693955.1	+	13458	14096	2515	3153	0	TVQ43656.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Gloeocapsa	Gloeocapsa sp. DLM2.Bin57
Type	TVQ43653.1	GCA_007693955.1	+	14096	14692	3153	3749	0	TVQ43657.1	pentapeptide repeat-containing protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Chroococcales	Gloeocapsa	Gloeocapsa sp. DLM2.Bin57

Type	WP_011431089.1	GCF_002760345.1	-	1626124	1627095	-2738	-1767	0	WP_011431085.1	solanesyl diphosphate synthase	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	unclassified	unclassified Synechococcus
Type	WP_011431089.1	GCF_002760345.1	+	1625615	1626034	-1677	-1258	0	WP_228375284.1	metal-sensing transcriptional repressor	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	unclassified	unclassified Synechococcus
Type	WP_011431089.1	GCF_002760345.1	-	1625126	1625563	-1206	-769	0	WP_011431087.1	TerB family tellurite resistance protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	unclassified	unclassified Synechococcus
Type	WP_011431089.1	GCF_002760345.1	+	1624420	1624887	-530	-63	0	WP_011431088.1	30S ribosomal protein S16	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	unclassified	unclassified Synechococcus
Type	WP_011431089.1	GCF_002760345.1	+	1624096	1624356	1	261	112	WP_011431089.1	KH domain-containing protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	unclassified	unclassified Synechococcus
Type	WP_011431089.1	GCF_002760345.1	+	1622996	1624099	258	1361	0	WP_011431090.1	ArsA family ATPase	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	unclassified	unclassified Synechococcus
Type	WP_011431089.1	GCF_002760345.1	+	1622207	1622968	1389	2150	66	WP_011431091.1	imidazole glycerol phosphate synthase subunit HisF	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	unclassified	unclassified Synechococcus
Type	WP_011431089.1	GCF_002760345.1	+	1621392	1622189	2168	2965	0	WP_011431092.1	3'(2')%2C5'-bisphosphate nucleotidase CysQ	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	unclassified	unclassified Synechococcus
Type	WP_011431089.1	GCF_002760345.1	-	1620916	1621380	2977	3441	0	WP_011431093.1	pentapeptide repeat-containing protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Synechococcales	unclassified	unclassified Synechococcus

Type	WP_148133815.1	GCF_002777255.1	+	1524213	1525520	-3575	-2268	62	WP_236860309.1	amidohydrolase family protein	Bacteria	Firmicutes	Clostridia	Eubacteriales	Candidatus	Candidatus Formimonas warabiya
Type	WP_148133815.1	GCF_002777255.1	+	1523700	1524053	-2108	-1755	61	WP_236860211.1	YlxM family DNA-binding protein	Bacteria	Firmicutes	Clostridia	Eubacteriales	Candidatus	Candidatus Formimonas warabiya
Type	WP_148133815.1	GCF_002777255.1	+	1522333	1523691	-1746	-388	99	WP_148133818.1	signal recognition particle protein	Bacteria	Firmicutes	Clostridia	Eubacteriales	Candidatus	Candidatus Formimonas warabiya
Type	WP_148133815.1	GCF_002777255.1	+	1521982	1522242	-297	-37	109	WP_148133816.1	30S ribosomal protein S16	Bacteria	Firmicutes	Clostridia	Eubacteriales	Candidatus	Candidatus Formimonas warabiya
Type	WP_148133815.1	GCF_002777255.1	+	1521717	1521944	1	228	112	WP_148133815.1	KH domain-containing protein	Bacteria	Firmicutes	Clostridia	Eubacteriales	Candidatus	Candidatus Formimonas warabiya
Type	WP_148133815.1	GCF_002777255.1	+	1519657	1521177	768	2288	10000	DCMF_RS29570	pseudogene	Bacteria	Firmicutes	Clostridia	Eubacteriales	Candidatus	Candidatus Formimonas warabiya
Type	WP_148133815.1	GCF_002777255.1	+	1518204	1519424	2521	3741	0	WP_148133811.1	phosphotransferase	Bacteria	Firmicutes	Clostridia	Eubacteriales	Candidatus	Candidatus Formimonas warabiya
Type	WP_148133815.1	GCF_002777255.1	+	1517129	1518124	3821	4816	0	WP_148133810.1	phosphotransferase family protein	Bacteria	Firmicutes	Clostridia	Eubacteriales	Candidatus	Candidatus Formimonas warabiya
Type	WP_148133815.1	GCF_002777255.1	+	1515398	1516864	5081	6547	62	WP_148133809.1	amidohydrolase family protein	Bacteria	Firmicutes	Clostridia	Eubacteriales	Candidatus	Candidatus Formimonas warabiya

Type	WP_166626503.1	GCF_011634875.1	+	58800	59906	-3171	-2065	99	WP_026867579.1	signal recognition particle-docking protein FtsY	Bacteria	Firmicutes	Bacilli	Bacillales	Jeotgalicoccus	Jeotgalicoccus sp. S0W5
Type	WP_166626503.1	GCF_011634875.1	+	59896	60234	-2075	-1737	61	WP_156889194.1	putative DNA-binding protein	Bacteria	Firmicutes	Bacilli	Bacillales	Jeotgalicoccus	Jeotgalicoccus sp. S0W5
Type	WP_166626503.1	GCF_011634875.1	+	60248	61594	-1723	-377	99	WP_026867581.1	signal recognition particle protein	Bacteria	Firmicutes	Bacilli	Bacillales	Jeotgalicoccus	Jeotgalicoccus sp. S0W5
Type	WP_166626503.1	GCF_011634875.1	+	61691	61966	-280	-5	109	WP_026867582.1	30S ribosomal protein S16	Bacteria	Firmicutes	Bacilli	Bacillales	Jeotgalicoccus	Jeotgalicoccus sp. S0W5
Type	WP_166626503.1	GCF_011634875.1	+	61972	62199	1	228	112	WP_166626503.1	KH domain-containing protein	Bacteria	Firmicutes	Bacilli	Bacillales	Jeotgalicoccus	Jeotgalicoccus sp. S0W5
Type	WP_166626503.1	GCF_011634875.1	+	62251	62745	280	774	64	WP_026867584.1	ribosome maturation factor RimM	Bacteria	Firmicutes	Bacilli	Bacillales	Jeotgalicoccus	Jeotgalicoccus sp. S0W5
Type	WP_166626503.1	GCF_011634875.1	+	62745	63413	774	1442	63	WP_035857271.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD	Bacteria	Firmicutes	Bacilli	Bacillales	Jeotgalicoccus	Jeotgalicoccus sp. S0W5
Type	WP_166626503.1	GCF_011634875.1	+	63557	63904	1586	1933	60	WP_026867585.1	50S ribosomal protein L19	Bacteria	Firmicutes	Bacilli	Bacillales	Jeotgalicoccus	Jeotgalicoccus sp. S0W5
Type	WP_166626503.1	GCF_011634875.1	+	64061	65035	2090	3064	0	WP_166626504.1	NERD domain-containing protein	Bacteria	Firmicutes	Bacilli	Bacillales	Jeotgalicoccus	Jeotgalicoccus sp. S0W5

Type	WP_088243775.1	GCF_900185595.1	+	5722	6465	-3649	-2906	0	WP_088243771.1	hypothetical protein	Bacteria	Cyanobacteria	Cyanobacteria_na	Nostocales	Calothrix	Calothrix rhizosoleniae
